cell,type,class,sx,sy,px,py
g216453,OAI21xp33_ASAP7_75t_R,core,270,270,32868,11538
g216454,OAI21xp33_ASAP7_75t_R,core,270,270,27900,32868
g216455,OAI21xp33_ASAP7_75t_L,core,270,270,9054,31248
g216456,OAI21xp33_ASAP7_75t_R,core,270,270,24660,34758
g216457,AOI21xp33_ASAP7_75t_R,core,270,270,6786,18288
g216458,OAI21xp33_ASAP7_75t_R,core,270,270,21960,31248
g216459,AOI21xp33_ASAP7_75t_R,core,270,270,8082,15318
g216460,NOR2xp33_ASAP7_75t_R,core,216,270,9702,30978
g216461,AOI21xp33_ASAP7_75t_R,core,270,270,12618,11268
g216462,OAI21xp33_ASAP7_75t_R,core,270,270,6192,18828
g216463,NOR2xp33_ASAP7_75t_R,core,216,270,36648,23418
g216464,AOI21xp33_ASAP7_75t_R,core,270,270,33138,26388
g216465,AOI21xp33_ASAP7_75t_R,core,270,270,8298,13698
g216466,OAI21xp33_ASAP7_75t_R,core,270,270,25254,10458
g216467,OAI21xp33_ASAP7_75t_R,core,270,270,10836,9378
g216468,NAND2xp33_ASAP7_75t_R,core,216,270,31680,21258
g216469,OAI21xp33_ASAP7_75t_R,core,270,270,7650,28818
g216470,OAI21xp33_ASAP7_75t_R,core,270,270,22284,6948
g216471,AO21x1_ASAP7_75t_SL,core,324,270,31734,22338
g216472,OAI21xp33_ASAP7_75t_R,core,270,270,10134,34488
g216473,OAI21xp33_ASAP7_75t_R,core,270,270,10458,27198
g216474,OA21x2_ASAP7_75t_R,core,378,270,34650,12618
g216475,AOI21xp33_ASAP7_75t_R,core,270,270,27306,32328
g216476,OAI21xp33_ASAP7_75t_R,core,270,270,9864,11268
g216477,AOI21xp33_ASAP7_75t_R,core,270,270,23634,8838
g216478,OA21x2_ASAP7_75t_R,core,378,270,7974,11808
g216479,OA21x2_ASAP7_75t_R,core,378,270,22284,32598
g216480,OA21x2_ASAP7_75t_R,core,378,270,35352,18018
g216481,AOI21xp33_ASAP7_75t_R,core,270,270,34164,23958
g216482,AOI21xp5_ASAP7_75t_L,core,270,270,25416,33948
g216483,NOR3xp33_ASAP7_75t_L,core,270,270,3924,18288
g216484,AOI21xp33_ASAP7_75t_R,core,270,270,8460,29088
g216485,NOR3xp33_ASAP7_75t_R,core,270,270,9702,29088
g216486,OAI21xp33_ASAP7_75t_R,core,270,270,13914,33678
g216487,OAI21xp33_ASAP7_75t_R,core,270,270,38322,23418
g216488,AO21x1_ASAP7_75t_R,core,324,270,7002,27738
g216489,OAI21xp33_ASAP7_75t_R,core,270,270,6570,13698
g216490,OAI21xp33_ASAP7_75t_R,core,270,270,22500,5058
g216491,OAI21xp33_ASAP7_75t_R,core,270,270,28440,11538
g216492,AOI21xp33_ASAP7_75t_R,core,270,270,33138,25848
g216493,AOI21xp33_ASAP7_75t_L,core,270,270,15912,8298
g216494,OAI21xp33_ASAP7_75t_R,core,270,270,36702,14238
g216495,OAI21xp33_ASAP7_75t_R,core,270,270,24714,6948
g216496,AOI21xp33_ASAP7_75t_R,core,270,270,36486,13428
g216497,NOR3xp33_ASAP7_75t_R,core,270,270,27306,14778
g216498,OAI21xp33_ASAP7_75t_R,core,270,270,36324,12888
g216499,NAND2xp5_ASAP7_75t_L,core,216,270,14670,7758
g216500,NAND2xp33_ASAP7_75t_R,core,216,270,32976,19098
g216501,NAND2xp5_ASAP7_75t_R,core,216,270,15642,9918
g216502,AOI21xp5_ASAP7_75t_R,core,270,270,12240,34218
g216503,AOI21xp5_ASAP7_75t_R,core,270,270,30978,14508
g216504,OR2x2_ASAP7_75t_SL,core,324,270,30870,17208
g216505,AOI21xp33_ASAP7_75t_R,core,270,270,25200,7758
g216506,NAND2xp5_ASAP7_75t_L,core,216,270,6516,16398
g216507,NAND2xp33_ASAP7_75t_R,core,216,270,36108,15588
g216508,NAND2xp5_ASAP7_75t_L,core,216,270,23742,8028
g216509,NOR2xp67_ASAP7_75t_L,core,324,270,36000,26928
g216510,NAND2xp5_ASAP7_75t_L,core,216,270,36702,25038
g216511,NOR2xp33_ASAP7_75t_L,core,216,270,26982,5868
g216512,AOI21xp5_ASAP7_75t_R,core,270,270,32760,12618
g216513,NOR2xp33_ASAP7_75t_L,core,216,270,27144,33948
g216514,NAND2xp5_ASAP7_75t_L,core,216,270,24984,7758
g216515,NOR2xp33_ASAP7_75t_L,core,216,270,15642,8568
g216516,NAND2xp5_ASAP7_75t_R,core,216,270,36216,10998
g216517,OAI21xp33_ASAP7_75t_R,core,270,270,4248,16668
g216518,NAND2xp5_ASAP7_75t_R,core,216,270,36864,23418
g216519,NOR2xp33_ASAP7_75t_R,core,216,270,36810,23688
g216520,NAND2xp5_ASAP7_75t_R,core,216,270,22878,32598
g216521,OAI21xp33_ASAP7_75t_R,core,270,270,27360,32868
g216522,AND2x2_ASAP7_75t_L,core,324,270,7056,18288
g216523,NAND2xp33_ASAP7_75t_SL,core,216,270,13968,8298
g216524,OAI21xp33_ASAP7_75t_R,core,270,270,18342,5328
g216525,AOI21xp5_ASAP7_75t_R,core,270,270,29790,27738
g216526,NAND2xp5_ASAP7_75t_L,core,216,270,15858,11808
g216527,NAND2xp5_ASAP7_75t_R,core,216,270,8028,10998
g216528,NAND2xp5_ASAP7_75t_R,core,216,270,10620,11538
g216529,AOI21xp33_ASAP7_75t_R,core,270,270,14184,7758
g216530,NAND2xp5_ASAP7_75t_SL,core,216,270,32706,28278
g216531,NAND2xp5_ASAP7_75t_R,core,216,270,12078,32328
g216532,NOR2xp33_ASAP7_75t_L,core,216,270,6246,15858
g216533,OAI21xp33_ASAP7_75t_R,core,270,270,8244,26928
g216534,AOI21xp5_ASAP7_75t_R,core,270,270,34920,18828
g216535,AOI21xp5_ASAP7_75t_R,core,270,270,34218,14778
g216536,NOR2xp33_ASAP7_75t_R,core,216,270,32922,25848
g216537,NOR2xp33_ASAP7_75t_SL,core,216,270,5814,15318
g216538,NAND2xp5_ASAP7_75t_R,core,216,270,6570,18558
g216539,OAI21xp33_ASAP7_75t_R,core,270,270,17208,9378
g216540,NAND2xp33_ASAP7_75t_L,core,216,270,32436,19908
g216541,NOR2xp33_ASAP7_75t_L,core,216,270,9864,34218
g216542,NAND2xp5_ASAP7_75t_R,core,216,270,9648,34218
g216543,OAI21xp5_ASAP7_75t_R,core,270,270,23094,35298
g216544,OAI21xp5_ASAP7_75t_L,core,270,270,29574,32328
g216545,OAI21xp5_ASAP7_75t_R,core,270,270,30222,11808
g216546,NAND2xp33_ASAP7_75t_R,core,216,270,21420,33948
g216547,OAI21xp5_ASAP7_75t_R,core,270,270,3600,16938
g216548,NAND2xp33_ASAP7_75t_R,core,216,270,15156,9108
g216549,NAND2xp5_ASAP7_75t_SL,core,216,270,3384,17208
g216550,NOR2xp33_ASAP7_75t_R,core,216,270,18288,4518
g216551,NAND2xp5_ASAP7_75t_R,core,216,270,33300,22338
g216552,OAI21xp33_ASAP7_75t_R,core,270,270,8946,9648
g216553,NOR2xp33_ASAP7_75t_R,core,216,270,29898,25308
g216554,AOI21xp5_ASAP7_75t_L,core,270,270,36162,23958
g216555,NAND2xp5_ASAP7_75t_R,core,216,270,36702,19638
g216556,NOR2xp33_ASAP7_75t_SL,core,216,270,25362,9378
g216557,OAI21xp33_ASAP7_75t_R,core,270,270,10026,31788
g216558,NOR2xp33_ASAP7_75t_L,core,216,270,23580,35838
g216559,NAND2xp5_ASAP7_75t_R,core,216,270,15372,35028
g216560,OAI21xp33_ASAP7_75t_R,core,270,270,22662,5328
g216561,NOR2xp33_ASAP7_75t_L,core,216,270,39510,20448
g216562,NAND2xp33_ASAP7_75t_R,core,216,270,15210,8568
g216563,NAND2xp5_ASAP7_75t_R,core,216,270,30924,19908
g216564,NAND2xp5_ASAP7_75t_SL,core,216,270,38052,23688
g216565,NOR2xp33_ASAP7_75t_R,core,216,270,8514,28008
g216566,NOR2x1_ASAP7_75t_R,core,324,270,24012,8298
g216567,NAND2xp5_ASAP7_75t_L,core,216,270,30276,26118
g216568,NAND2xp5_ASAP7_75t_L,core,216,270,8730,18288
g216569,NOR2xp67_ASAP7_75t_SL,core,324,270,30384,33948
g216570,NOR2xp33_ASAP7_75t_SL,core,216,270,10134,26118
g216571,OAI21xp33_ASAP7_75t_R,core,270,270,30438,25308
g216572,NOR2xp33_ASAP7_75t_R,core,216,270,26442,32598
g216573,NOR2xp33_ASAP7_75t_R,core,216,270,27198,13698
g216574,AOI21xp5_ASAP7_75t_R,core,270,270,28602,7488
g216575,NAND2xp33_ASAP7_75t_R,core,216,270,29628,32058
g216576,NAND2xp5_ASAP7_75t_R,core,216,270,34812,14508
g216577,NAND2xp5_ASAP7_75t_L,core,216,270,14400,6678
g216578,NAND2xp33_ASAP7_75t_R,core,216,270,19368,37458
g216579,NOR2xp67_ASAP7_75t_L,core,324,270,20340,8028
g216580,NAND2xp5_ASAP7_75t_L,core,216,270,25632,33138
g216581,AOI21xp5_ASAP7_75t_R,core,270,270,9108,29088
g216582,NAND2xp5_ASAP7_75t_R,core,216,270,12024,12888
g216583,NOR2xp33_ASAP7_75t_L,core,216,270,9378,12348
g216584,NAND2xp5_ASAP7_75t_R,core,216,270,4518,15048
g216585,NAND2xp33_ASAP7_75t_R,core,216,270,37242,26928
g216586,NOR2xp33_ASAP7_75t_L,core,216,270,30924,27198
g216587,NAND2xp5_ASAP7_75t_L,core,216,270,14994,11538
g216588,NAND2xp5_ASAP7_75t_L,core,216,270,10296,10458
g216589,NAND2xp5_ASAP7_75t_R,core,216,270,17100,37728
g216590,NAND2xp5_ASAP7_75t_R,core,216,270,29736,30978
g216591,NAND2xp5_ASAP7_75t_R,core,216,270,9108,26388
g216592,NAND2xp33_ASAP7_75t_L,core,216,270,14454,8568
g216593,NOR2xp33_ASAP7_75t_R,core,216,270,28386,6678
g216594,NAND2xp33_ASAP7_75t_R,core,216,270,34056,11808
g216595,NOR2xp33_ASAP7_75t_R,core,216,270,15156,6408
g216596,NAND2xp33_ASAP7_75t_R,core,216,270,15750,10728
g216597,NOR2xp33_ASAP7_75t_R,core,216,270,11376,32868
g216598,NAND2xp5_ASAP7_75t_R,core,216,270,5868,16668
g216599,NAND2xp5_ASAP7_75t_L,core,216,270,8892,30438
g216600,NOR2xp33_ASAP7_75t_L,core,216,270,30978,13158
g216601,NOR2xp33_ASAP7_75t_L,core,216,270,31626,18018
g216602,NOR2xp67_ASAP7_75t_L,core,324,270,31734,13158
g216603,NOR2xp67_ASAP7_75t_SL,core,324,270,31032,10728
g216604,NAND2xp5_ASAP7_75t_R,core,216,270,12672,30438
g216605,NAND2xp5_ASAP7_75t_L,core,216,270,29952,32868
g216606,NAND2xp5_ASAP7_75t_R,core,216,270,27684,31248
g216607,NAND2xp5_ASAP7_75t_R,core,216,270,22284,5868
g216608,NAND2xp5_ASAP7_75t_L,core,216,270,13698,9108
g216609,NAND2xp5_ASAP7_75t_R,core,216,270,9810,27738
g216610,NAND2xp5_ASAP7_75t_R,core,216,270,11322,11808
g216611,NOR2xp33_ASAP7_75t_L,core,216,270,30546,16128
g216612,NAND2xp5_ASAP7_75t_R,core,216,270,8946,10458
g216613,NOR2xp33_ASAP7_75t_L,core,216,270,9324,32328
g216614,NOR2xp33_ASAP7_75t_L,core,216,270,33948,13968
g216615,NAND2xp33_ASAP7_75t_L,core,216,270,30654,10728
g216616,NAND2xp5_ASAP7_75t_L,core,216,270,22068,32598
g216617,NOR2xp33_ASAP7_75t_L,core,216,270,32652,21258
g216618,NAND2xp5_ASAP7_75t_L,core,216,270,37782,22338
g216619,NAND2xp33_ASAP7_75t_R,core,216,270,18936,33678
g216620,NOR2xp33_ASAP7_75t_R,core,216,270,16452,10458
g216621,AND2x2_ASAP7_75t_L,core,324,270,33354,15318
g216622,NAND2xp5_ASAP7_75t_R,core,216,270,18990,36648
g216623,NAND2xp5_ASAP7_75t_R,core,216,270,7380,18828
g216624,NOR2xp33_ASAP7_75t_R,core,216,270,31356,21528
g216625,NOR2xp33_ASAP7_75t_L,core,216,270,21204,35028
g216626,NOR2xp33_ASAP7_75t_R,core,216,270,35838,11268
g216627,NAND2xp5_ASAP7_75t_R,core,216,270,31248,18288
g216628,NAND2xp5_ASAP7_75t_R,core,216,270,29520,29088
g216629,AND2x2_ASAP7_75t_L,core,324,270,27846,33408
g216630,NOR2xp33_ASAP7_75t_R,core,216,270,30600,31248
g216631,NOR2xp33_ASAP7_75t_SL,core,216,270,8622,26388
g216632,OAI21xp33_ASAP7_75t_R,core,270,270,10782,11808
g216633,NAND2xp5_ASAP7_75t_L,core,216,270,30492,29088
g216634,NAND2xp33_ASAP7_75t_R,core,216,270,38160,18828
g216635,NAND2xp5_ASAP7_75t_R,core,216,270,39078,18828
g216636,NAND2xp5_ASAP7_75t_SL,core,216,270,35730,17478
g216637,NOR2xp33_ASAP7_75t_R,core,216,270,36918,19638
g216638,NOR2xp33_ASAP7_75t_L,core,216,270,22176,34488
g216639,OAI21xp5_ASAP7_75t_L,core,270,270,24066,35298
g216640,AOI21xp33_ASAP7_75t_R,core,270,270,35622,23148
g216641,NOR2xp33_ASAP7_75t_R,core,216,270,20718,4788
g216642,NAND2xp5_ASAP7_75t_L,core,216,270,14076,34758
g216643,NOR2xp33_ASAP7_75t_R,core,216,270,10566,30708
g216644,NOR2xp67_ASAP7_75t_SL,core,324,270,36594,24768
g216645,NAND2xp5_ASAP7_75t_R,core,216,270,11538,33138
g216646,NAND2xp5_ASAP7_75t_SL,core,216,270,24444,7758
g216647,NOR2x1_ASAP7_75t_L,core,324,270,29088,34218
g216648,NOR2xp33_ASAP7_75t_L,core,216,270,32328,29088
g216649,NAND2xp5_ASAP7_75t_L,core,216,270,21636,33948
g216650,NOR2xp33_ASAP7_75t_L,core,216,270,10080,27468
g216651,NAND2xp5_ASAP7_75t_L,core,216,270,9324,11538
g216652,NAND2xp5_ASAP7_75t_L,core,216,270,25470,7758
g216653,AND2x2_ASAP7_75t_SL,core,324,270,31896,12078
g216654,NAND2xp5_ASAP7_75t_L,core,216,270,4248,14778
g216655,NAND2xp5_ASAP7_75t_L,core,216,270,15804,6678
g216656,NOR2xp33_ASAP7_75t_SL,core,216,270,33948,18558
g216657,NOR2xp33_ASAP7_75t_SL,core,216,270,37458,26928
g216658,NAND2xp5_ASAP7_75t_L,core,216,270,35514,12078
g216659,NOR2x1_ASAP7_75t_SL,core,324,270,28764,11268
g216660,NOR2x1_ASAP7_75t_R,core,324,270,18342,6138
g216661,AND2x2_ASAP7_75t_L,core,324,270,21042,34488
g216662,NOR2x1_ASAP7_75t_SL,core,324,270,29034,29088
g216663,NOR2xp33_ASAP7_75t_SL,core,216,270,6516,29358
g216664,NOR2xp67_ASAP7_75t_L,core,324,270,7596,15318
g216665,NOR2xp33_ASAP7_75t_SL,core,216,270,9864,29358
g216666,NOR2xp33_ASAP7_75t_L,core,216,270,28926,12888
g216667,NAND2xp5_ASAP7_75t_L,core,216,270,10026,32598
g216668,NOR2xp33_ASAP7_75t_SL,core,216,270,29790,31518
g216669,NAND2xp5_ASAP7_75t_SL,core,216,270,19908,4788
g216670,NAND2x1_ASAP7_75t_L,core,324,270,32814,18828
g216671,NAND2xp5_ASAP7_75t_R,core,216,270,34110,10998
g216672,NAND2xp5_ASAP7_75t_SL,core,216,270,8082,30438
g216673,NAND2xp5_ASAP7_75t_L,core,216,270,16776,37188
g216674,NOR2xp33_ASAP7_75t_SL,core,216,270,33084,28008
g216675,NAND2xp5_ASAP7_75t_L,core,216,270,8568,13428
g216676,NOR2xp67_ASAP7_75t_L,core,324,270,32112,19908
g216677,NAND2xp5_ASAP7_75t_R,core,216,270,16614,7218
g216678,NOR2xp67_ASAP7_75t_L,core,324,270,31464,31518
g216679,AND2x2_ASAP7_75t_SL,core,324,270,33840,12078
g216680,NAND2xp5_ASAP7_75t_L,core,216,270,28008,7758
g216681,NAND2xp5_ASAP7_75t_L,core,216,270,9918,12618
g216682,NAND2xp5_ASAP7_75t_SL,core,216,270,23364,5868
g216683,NAND2xp5_ASAP7_75t_L,core,216,270,19638,7758
g216684,NAND2xp5_ASAP7_75t_L,core,216,270,7488,18018
g216685,NAND2xp5_ASAP7_75t_SL,core,216,270,26334,9108
g216686,NAND2xp33_ASAP7_75t_R,core,216,270,9378,10998
g216687,NOR2x1_ASAP7_75t_L,core,324,270,32814,24498
g216688,AND2x2_ASAP7_75t_SL,core,324,270,14184,9378
g216689,NAND2xp33_ASAP7_75t_R,core,216,270,36972,24228
g216690,NOR2xp33_ASAP7_75t_R,core,216,270,28278,12618
g216691,NOR2x1_ASAP7_75t_R,core,324,270,7002,30438
g216692,NAND2xp5_ASAP7_75t_R,core,216,270,30492,13428
g216693,NAND2xp5_ASAP7_75t_R,core,216,270,28872,9918
g216694,NAND2xp5_ASAP7_75t_R,core,216,270,28872,34488
g216695,NAND2xp5_ASAP7_75t_L,core,216,270,22824,35568
g216696,NAND2x1_ASAP7_75t_L,core,324,270,31248,19638
g216697,NAND2xp5_ASAP7_75t_SL,core,216,270,10944,34218
g216698,AND2x2_ASAP7_75t_L,core,324,270,13914,7218
g216699,AND2x2_ASAP7_75t_R,core,324,270,13428,34758
g216700,NOR2xp67_ASAP7_75t_L,core,324,270,20502,3438
g216701,NAND2xp5_ASAP7_75t_SL,core,216,270,35514,22608
g216702,OR2x2_ASAP7_75t_R,core,324,270,13104,10188
g216703,NAND2xp5_ASAP7_75t_L,core,216,270,29574,34488
g216704,NAND2xp5_ASAP7_75t_L,core,216,270,37620,12078
g216705,NOR2xp33_ASAP7_75t_SL,core,216,270,32652,20178
g216706,NAND2xp5_ASAP7_75t_L,core,216,270,32112,28008
g216707,NAND2xp5_ASAP7_75t_L,core,216,270,37296,20988
g216708,AND2x2_ASAP7_75t_L,core,324,270,24660,9108
g216709,NAND2xp5_ASAP7_75t_SL,core,216,270,25308,7218
g216710,NOR2xp33_ASAP7_75t_L,core,216,270,31788,26118
g216711,NAND2xp5_ASAP7_75t_L,core,216,270,30276,13428
g216712,NOR2xp67_ASAP7_75t_L,core,324,270,36918,26928
g216713,NOR3xp33_ASAP7_75t_L,core,270,270,6732,17748
g216714,NAND2xp5_ASAP7_75t_R,core,216,270,10242,9108
g216715,NOR2x1_ASAP7_75t_L,core,324,270,18936,35568
g216716,AND2x2_ASAP7_75t_L,core,324,270,10026,29628
g216717,AND2x2_ASAP7_75t_SL,core,324,270,36594,12888
g216718,NAND2xp5_ASAP7_75t_L,core,216,270,27846,33948
g216719,NAND2xp5_ASAP7_75t_L,core,216,270,24984,34488
g216720,OAI21xp5_ASAP7_75t_L,core,270,270,17910,33138
g216721,NOR2x1_ASAP7_75t_L,core,324,270,36486,20988
g216722,NAND2xp5_ASAP7_75t_L,core,216,270,22500,33408
g216723,OAI21xp5_ASAP7_75t_R,core,270,270,21744,35028
g216724,NAND2xp5_ASAP7_75t_R,core,216,270,9432,13158
g216725,AOI21xp5_ASAP7_75t_L,core,270,270,16290,9648
g216726,NAND2xp5_ASAP7_75t_R,core,216,270,18990,38268
g216727,AOI21xp5_ASAP7_75t_SL,core,270,270,38322,16938
g216728,OAI21xp5_ASAP7_75t_L,core,270,270,31032,26388
g216729,OAI21xp5_ASAP7_75t_L,core,270,270,9648,30708
g216730,NOR2x1_ASAP7_75t_SL,core,324,270,15534,6408
g216731,AOI21xp5_ASAP7_75t_SL,core,270,270,28440,14778
g216732,OA21x2_ASAP7_75t_R,core,378,270,33462,24228
g216733,AOI21xp5_ASAP7_75t_L,core,270,270,4518,17748
g216734,NOR2xp33_ASAP7_75t_SL,core,216,270,13158,31248
g216735,NOR2x1_ASAP7_75t_SL,core,324,270,6948,15318
g216736,OAI21xp5_ASAP7_75t_L,core,270,270,32652,11808
g216737,NOR2x1_ASAP7_75t_L,core,324,270,7974,11268
g216738,NOR2xp67_ASAP7_75t_L,core,324,270,5814,28278
g216739,AND2x2_ASAP7_75t_L,core,324,270,35244,10188
g216740,NOR2x1p5_ASAP7_75t_SL,core,432,270,38538,26388
g216741,NOR2x1_ASAP7_75t_SL,core,324,270,34218,18828
g216742,AOI21xp5_ASAP7_75t_L,core,270,270,8730,9378
g216743,OAI21xp5_ASAP7_75t_L,core,270,270,26010,9378
g216744,OAI21xp5_ASAP7_75t_SL,core,270,270,30654,19908
g216745,NOR2x1_ASAP7_75t_SL,core,324,270,18126,7218
g216746,NAND2xp5_ASAP7_75t_L,core,216,270,22068,6678
g216747,OAI21xp5_ASAP7_75t_L,core,270,270,28278,30978
g216748,AND2x2_ASAP7_75t_SL,core,324,270,19044,37728
g216749,OAI21xp5_ASAP7_75t_SL,core,270,270,9972,8568
g216750,NOR2xp33_ASAP7_75t_L,core,216,270,7596,27198
g216751,NOR2x1_ASAP7_75t_SL,core,324,270,31032,22608
g216752,NOR2x1_ASAP7_75t_L,core,324,270,31140,33408
g216753,NOR2x1_ASAP7_75t_SL,core,324,270,27684,15318
g216754,NAND2x1_ASAP7_75t_SL,core,324,270,33192,22068
g216755,NAND2xp5_ASAP7_75t_SL,core,216,270,21852,32598
g216756,NAND2x1_ASAP7_75t_SL,core,324,270,31302,32328
g216757,NAND2x1_ASAP7_75t_SL,core,324,270,3330,16398
g216758,NAND2x1_ASAP7_75t_SL,core,324,270,35892,27198
g216759,OR2x2_ASAP7_75t_SL,core,324,270,14616,6678
g216760,NOR2x1_ASAP7_75t_SL,core,324,270,7812,27198
g216761,NAND2xp5_ASAP7_75t_SL,core,216,270,20664,34758
g216762,AND2x2_ASAP7_75t_SL,core,324,270,5544,29088
g216763,INVxp67_ASAP7_75t_L,core,162,270,36432,27198
g216764,INVxp33_ASAP7_75t_R,core,162,270,33138,13158
g216765,INVxp33_ASAP7_75t_R,core,162,270,23580,5868
g216766,INVxp67_ASAP7_75t_R,core,162,270,39294,16398
g216767,INVxp67_ASAP7_75t_R,core,162,270,23742,34488
g216768,INVxp67_ASAP7_75t_R,core,162,270,34596,19098
g216769,INVxp33_ASAP7_75t_R,core,162,270,20610,6408
g216770,INVxp67_ASAP7_75t_R,core,162,270,23904,9378
g216771,INVxp33_ASAP7_75t_R,core,162,270,32490,28548
g216772,INVxp33_ASAP7_75t_R,core,162,270,7488,16668
g216773,INVxp33_ASAP7_75t_R,core,162,270,23580,36108
g216775,INVxp33_ASAP7_75t_R,core,162,270,25686,31518
g216776,INVxp33_ASAP7_75t_R,core,162,270,36000,16128
g216777,INVxp67_ASAP7_75t_SL,core,162,270,7434,28278
g216778,INVxp33_ASAP7_75t_R,core,162,270,26658,32058
g216779,INVxp33_ASAP7_75t_R,core,162,270,31032,33138
g216780,INVxp33_ASAP7_75t_R,core,162,270,14994,9108
g216781,INVxp67_ASAP7_75t_L,core,162,270,38214,24498
g216783,INVxp33_ASAP7_75t_R,core,162,270,23040,5058
g216784,INVxp67_ASAP7_75t_R,core,162,270,4410,17478
g216785,INVxp33_ASAP7_75t_R,core,162,270,24444,33408
g216786,INVxp33_ASAP7_75t_R,core,162,270,29034,28548
g216787,INVxp33_ASAP7_75t_R,core,162,270,28062,26388
g216788,INVxp33_ASAP7_75t_R,core,162,270,32760,29088
g216789,INVxp33_ASAP7_75t_R,core,162,270,34272,23418
g216790,INVxp33_ASAP7_75t_R,core,162,270,15696,36648
g216792,INVxp33_ASAP7_75t_R,core,162,270,15156,34488
g216793,INVxp33_ASAP7_75t_R,core,162,270,25794,8298
g216794,INVxp33_ASAP7_75t_R,core,162,270,30924,29628
g216795,INVxp33_ASAP7_75t_R,core,162,270,25524,7218
g216796,INVxp33_ASAP7_75t_R,core,162,270,37350,20718
g216797,INVxp67_ASAP7_75t_L,core,162,270,26550,33138
g216798,INVx1_ASAP7_75t_SL,core,162,270,23418,6678
g216799,INVxp67_ASAP7_75t_L,core,162,270,11214,31248
g216800,INVxp33_ASAP7_75t_R,core,162,270,6624,17208
g216801,INVxp33_ASAP7_75t_R,core,162,270,31464,18288
g216802,INVx1_ASAP7_75t_L,core,162,270,32652,22608
g216806,INVxp33_ASAP7_75t_R,core,162,270,30708,15048
g216808,INVxp67_ASAP7_75t_R,core,162,270,30708,14238
g216809,INVxp33_ASAP7_75t_R,core,162,270,6354,28548
g216811,INVxp33_ASAP7_75t_R,core,162,270,24336,10998
g216812,INVxp67_ASAP7_75t_R,core,162,270,28818,13968
g216813,INVxp33_ASAP7_75t_R,core,162,270,34812,15588
g216814,INVxp67_ASAP7_75t_R,core,162,270,23580,32058
g216815,INVxp33_ASAP7_75t_R,core,162,270,34110,23418
g216816,INVxp67_ASAP7_75t_R,core,162,270,11916,28548
g216817,INVxp33_ASAP7_75t_R,core,162,270,26982,30978
g216818,INVxp33_ASAP7_75t_R,core,162,270,8244,29358
g216819,INVxp67_ASAP7_75t_R,core,162,270,37404,17478
g216820,INVx1_ASAP7_75t_L,core,162,270,14778,9918
g216821,INVx1_ASAP7_75t_R,core,162,270,29250,11538
g216823,INVxp67_ASAP7_75t_R,core,162,270,28332,26118
g216824,INVx1_ASAP7_75t_L,core,162,270,36810,13158
g216825,INVxp67_ASAP7_75t_L,core,162,270,8298,30438
g216826,INVx1_ASAP7_75t_R,core,162,270,36918,20718
g216827,INVxp67_ASAP7_75t_R,core,162,270,25200,34758
g216828,INVxp67_ASAP7_75t_R,core,162,270,30600,12618
g216829,INVx1_ASAP7_75t_R,core,162,270,34056,27468
g216830,INVxp67_ASAP7_75t_R,core,162,270,28278,16398
g216831,INVxp33_ASAP7_75t_R,core,162,270,27954,29898
g216833,INVxp67_ASAP7_75t_R,core,162,270,26442,7218
g216834,INVxp67_ASAP7_75t_R,core,162,270,24822,33138
g216835,INVxp67_ASAP7_75t_SL,core,162,270,36162,14508
g216836,INVx1_ASAP7_75t_SL,core,162,270,5274,13968
g216838,INVx1_ASAP7_75t_L,core,162,270,31842,29088
g216839,INVxp67_ASAP7_75t_SL,core,162,270,34056,21528
g216840,INVx1_ASAP7_75t_L,core,162,270,22554,8028
g216841,INVxp33_ASAP7_75t_R,core,162,270,12078,35568
g216842,INVxp33_ASAP7_75t_R,core,162,270,10296,29358
g216843,INVxp67_ASAP7_75t_L,core,162,270,19584,36648
g216844,INVxp67_ASAP7_75t_R,core,162,270,39564,18018
g216845,INVxp67_ASAP7_75t_R,core,162,270,26874,32868
g216846,INVxp67_ASAP7_75t_R,core,162,270,36594,16938
g216847,INVxp67_ASAP7_75t_R,core,162,270,24066,9918
g216848,INVxp33_ASAP7_75t_R,core,162,270,16506,33138
g216849,INVxp33_ASAP7_75t_R,core,162,270,23688,33678
g216850,INVxp67_ASAP7_75t_R,core,162,270,20502,5058
g216851,INVxp33_ASAP7_75t_R,core,162,270,9378,33408
g216852,INVxp67_ASAP7_75t_L,core,162,270,17370,37188
g216853,INVxp33_ASAP7_75t_R,core,162,270,29520,13158
g216854,INVx1_ASAP7_75t_L,core,162,270,9972,34488
g216855,INVx1_ASAP7_75t_L,core,162,270,27522,33678
g216856,INVxp67_ASAP7_75t_R,core,162,270,36324,23688
g216857,INVxp67_ASAP7_75t_R,core,162,270,18396,8028
g216858,INVxp67_ASAP7_75t_SL,core,162,270,39996,18018
g216859,INVxp67_ASAP7_75t_R,core,162,270,28494,8838
g216861,INVx1_ASAP7_75t_R,core,162,270,34110,15318
g216862,INVx2_ASAP7_75t_SL,core,216,270,36000,27468
g216863,INVxp33_ASAP7_75t_R,core,162,270,19206,38268
g216866,INVx1_ASAP7_75t_R,core,162,270,25254,31788
g216868,INVxp33_ASAP7_75t_R,core,162,270,36324,15588
g216869,INVxp67_ASAP7_75t_R,core,162,270,28494,10188
g216870,INVxp67_ASAP7_75t_R,core,162,270,9540,32328
g216872,INVx2_ASAP7_75t_L,core,216,270,3654,16398
g216874,INVxp33_ASAP7_75t_R,core,162,270,38268,23688
